Neutral -322692.759198 -104723.151817 -76841.4567336 150073.883793 82859.1938559 28707.1861308 -8842.85269746 -7322.48160064 -12165.0068956 35410.097291
Neutral -258935.759198 -112639.051817 -70308.9567336 76768.383793 97635.8938559 24110.3361308 -227.142697462 -5649.23960064 -6061.49689559 5069.29729102
Neutral -268785.759198 -202912.951817 53004.8432664 45680.183793 137770.893856 -19699.5638692 36963.4473025 -10650.7776006 -17639.1338956 11345.777291
Neutral -174844.759198 -332614.951817 167909.843266 -46326.516207 212154.593856 -84265.6638692 85462.3473025 -69709.4376006 28145.2031044 3181.29729102
Neutral -74160.7591976 -474877.951817 272969.843266 -134494.516207 286814.593856 -157146.663869 145834.547303 -111805.337601 41658.7031044 11637.607291
Neutral -62535.7591976 -476701.951817 260277.843266 -91364.516207 259607.593856 -137868.663869 146552.547303 -115718.337601 57345.0031044 1875.49729102
Neutral -157717.759198 -294646.951817 170285.843266 -17289.516207 173146.593856 -72157.6638692 124843.547303 -104544.037601 38367.3031044 2560.79729102
Neutral -73103.7591976 2295.54818319 17363.7432664 102402.783793 42166.5938559 -62649.0638692 -4608.53269746 -63955.0376006 -45293.4968956 15159.477291
Neutral -87789.7591976 65337.0481832 60279.8432664 171156.383793 1167.29385587 -119887.663869 -67131.6526975 -59607.8376006 -38632.5968956 13469.567291
Neutral -99526.7591976 79599.0481832 34096.3432664 127354.253793 28871.3938559 -87785.6638692 -74045.2526975 -63805.2376006 -36482.3968956 -5514.80270898
Neutral -127100.759198 61931.0481832 22012.1432664 162249.383793 57346.2538559 -83695.6638692 -119399.452697 -94908.0376006 -9750.96689559 -11535.402709
Neutral 92208.2408024 213389.048183 -1785.15673362 54303.683793 -68617.4061441 -157676.663869 -221651.452697 -135967.337601 -7530.52689559 10802.657291
Neutral 295451.240802 177635.048183 -61551.3567336 54022.883793 -72017.4061441 -123876.663869 -230587.452697 -56558.5376006 24159.7031044 -56928.902709
Neutral 187477.240802 202190.048183 14508.0432664 29285.483793 -94298.4061441 -79962.6638692 -224094.452697 -142868.337601 20728.6031044 102775.497291
Neutral 47236.2408024 151921.048183 136389.843266 40061.783793 -18191.5061441 -76989.6638692 -142821.452697 -181159.337601 -108871.396896 30641.697291
Neutral -74203.7591976 -68124.6518168 167033.843266 16360.483793 117076.793856 -29151.8638692 23941.4473025 -55062.9376006 3246.20310441 29702.597291
Neutral -72074.7591976 -31529.0518168 216905.843266 5701.48379302 117033.693856 -87795.6638692 -7908.94269746 -132474.337601 -46892.5968956 -6124.60270898
Neutral -105775.759198 -89336.8918168 176635.843266 55052.383793 151002.193856 -41474.2638692 34935.4473025 -68969.8376006 -24056.8768956 5775.49729102
Neutral -130517.759198 -38467.6518168 170002.843266 58604.583793 138270.193856 -8636.96386919 32656.5473025 -60925.0376006 -63382.6968956 -50288.002709
Neutral -96212.7591976 -54303.5518168 143325.843266 60144.083793 110536.493856 -19505.1638692 5680.91730254 -76859.3376006 -88976.1968956 -17931.402709
Neutral -14941.7591976 17165.4481832 129743.843266 -68603.516207 61934.1638559 -49175.7638692 3103.23730254 -121636.337601 -125586.196896 -20556.502709
Neutral 272266.240802 371129.048183 17378.5432664 -112262.516207 -129306.406144 5009.73613081 -111415.452697 -221580.337601 -218656.196896 8195.69729102
Neutral 614917.240802 438517.048183 -45056.0567336 -348317.516207 -359680.406144 15666.7361308 11362.1473025 -42343.2376006 -193558.196896 -67447.202709
Neutral 591847.240802 643031.048183 141996.843266 -174451.516207 -337526.406144 11321.1361308 -170184.452697 -216133.337601 -214709.196896 -24154.802709
Neutral 268877.240802 228147.048183 -48226.1567336 -13880.516207 -72113.4061441 -756.563869188 -92399.5526975 -125292.337601 -140286.196896 -1385.00270898
