Angry -1911904.28103 -1039052.08222 -182167.863543 387997.7367 745165.937773 529046.405198 276533.252382 33806.6011536 -98454.5941478 -46660.2051767
Angry -1915333.01103 -1038603.88222 -183384.343543 387502.2967 746469.672773 527938.245198 276579.655382 32396.1061536 -100215.137548 -47364.0431767
Angry -1908458.68103 -1045753.59222 -182845.013543 389746.8967 740746.277773 528720.075198 277894.581382 30017.0991536 -97255.9741478 -46133.4841767
Angry -1830456.08103 -1135403.44222 -139605.523543 390427.1867 722268.147773 546181.835198 273805.152382 25302.1491536 -94512.4941478 -45103.0541767
Angry -1640432.18103 -1343078.64222 -65571.8235434 430167.8467 638491.647773 601279.835198 271355.012382 -22154.8508464 -31152.7841478 -92017.9141767
Angry -1412276.18103 -1598354.64222 35731.1764566 466121.5467 518634.647773 717490.835198 216142.312382 -32752.4508464 13829.2158522 -128295.014177
Angry -969454.181028 -2088440.64222 284679.176457 458848.5467 370751.647773 913666.835198 66446.7123817 27858.5091536 42544.2158522 -219583.414177
Angry -1076742.18103 -1956222.64222 266217.176457 337835.7467 568066.647773 723312.835198 170205.712382 22925.7791536 -48097.9841478 -81735.6141767
Angry -724752.181028 -2365350.64222 468635.176457 315057.5467 493131.647773 822958.835198 154583.712382 -26295.8508464 44513.2158522 -170437.414177
Angry -599152.181028 -2483750.64222 412463.176457 557617.6467 177369.647773 1015137.8352 115127.712382 -91986.2508464 91963.2158522 -113152.914177
Angry -848792.181028 -1359687.64222 398374.176457 561821.6467 574252.647773 666485.835198 29745.7123817 -124903.250846 -297155.784148 -179765.414177
Angry -209002.181028 -590355.642222 428805.176457 1014514.6467 1002.64777321 382965.835198 -77404.2876183 -604279.250846 -328356.784148 -380192.414177
Angry 60517.8189725 -441430.642222 634808.176457 1042744.6467 -96587.3522268 371279.835198 -452637.287618 -578445.250846 -555677.784148 -503054.414177
Angry 164777.818972 -258167.642222 781636.176457 1026991.6467 -210663.352227 101789.835198 -669017.287618 -879486.250846 -637064.784148 -386543.414177
Angry 188677.818972 -61853.6422219 489353.176457 636945.6467 161962.647773 108640.835198 -282121.287618 -568266.250846 -391458.784148 -268050.414177
Angry -363532.181028 273199.357778 679949.176457 703315.6467 487723.647773 82501.8351977 -300534.287618 -411733.250846 -357718.784148 -139063.514177
Angry -531552.181028 219779.357778 682736.176457 755108.6467 477537.647773 97873.8351977 -298024.287618 -499473.250846 -425988.784148 -206889.414177
Angry -752182.181028 -243682.642222 446763.176457 671129.6467 588548.647773 360400.835198 -10793.2876183 -185730.250846 -390742.784148 -171578.414177
Angry -694512.181028 -83957.6422219 396449.176457 672636.6467 637050.647773 420852.835198 235983.112382 -15589.0508464 -256708.784148 -254625.414177
Angry -548702.181028 -71269.6422219 424333.176457 831340.6467 751360.877773 572235.935198 442424.712382 13306.4491536 -284431.784148 -313144.414177
Angry -605552.181028 -71770.6422219 305513.176457 725573.6467 777062.247773 549989.735198 325667.912382 -24386.4508464 -353758.784148 -402954.414177
Angry -546962.181028 -317284.642222 -18724.8235434 277582.6467 490435.647773 362545.835198 66749.7123817 -250555.250846 -322088.784148 -345165.414177
Angry 68907.8189725 -184791.642222 -742387.823543 -36669.3532996 196523.647773 278313.835198 243140.012382 81854.4491536 -51733.0841478 -491043.414177
